Wall time,Step,Value
1691708318.199407,10000,-31.17715835571289
1691708389.397839,15000,-24.149295806884766
1691708463.141222,20000,-59.43246841430664
1691708539.938119,25000,-53.914039611816406
1691708611.830855,30000,-25.443124771118164
1691708690.568798,35000,-40.70996856689453
1691708777.531878,40000,-51.46565628051758
1691708887.2802198,45000,-56.88566207885742
1691708980.290167,50000,-50.32695388793945
1691709060.53943,55000,-46.72869873046875
