Wall time,Step,Value
1691708318.1994722,10000,0.019606053829193115
1691708389.397902,15000,0.4430156946182251
1691708463.141286,20000,0.8229494094848633
1691708539.9381828,25000,0.4081106185913086
1691708611.830919,30000,0.8062184453010559
1691708690.568863,35000,0.7964639663696289
1691708777.531942,40000,0.5794802904129028
1691708887.280285,45000,0.5786535739898682
1691708980.290231,50000,0.6687314510345459
1691709060.539493,55000,0.6522239446640015
